ID,FECHA CREACION, FECHA MODIFICACION,DENOMINACIÓN DE LAS GRATIFICACIONES,MONTO BRUTO DE LAS GRATIFICACIONES,MONTO NETO DE LAS GRATIFICACIONES,TIPO DE MONEDA DE LAS GRATIFICACIONES,PERIODICIDAD DE LAS GRATIFICACIONES
1569447140,24/06/2022,24/06/2022,AGUINALDO,8553.07,8553.07,PESOS,ANUAL
1569447175,24/06/2022,24/06/2022,AGUINALDO,8038.72,8038.72,PESOS,ANUAL
1569447176,24/06/2022,24/06/2022,AGUINALDO,19888.57,19888.57,PESOS,ANUAL
1569447177,24/06/2022,24/06/2022,AGUINALDO,22599.63,22599.63,PESOS,ANUAL
1569447207,24/06/2022,24/06/2022,AGUINALDO,39077.99,39077.99,PESOS,ANUAL
1569447208,24/06/2022,24/06/2022,AGUINALDO,9586.2,9586.2,PESOS,ANUAL
1569447244,24/06/2022,24/06/2022,AGUINALDO,16969.72,16969.72,PESOS,ANUAL
1569447245,24/06/2022,24/06/2022,AGUINALDO,21892.83,21892.83,PESOS,ANUAL
1569447246,24/06/2022,24/06/2022,AGUINALDO,25631.8,25631.8,PESOS,ANUAL
1569447280,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447281,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569447321,24/06/2022,24/06/2022,AGUINALDO,11854.4,11854.4,PESOS,ANUAL
1569447322,24/06/2022,24/06/2022,AGUINALDO,28508.95,28508.95,PESOS,ANUAL
1569447323,24/06/2022,24/06/2022,AGUINALDO,12807.13,12807.13,PESOS,ANUAL
1569447354,24/06/2022,24/06/2022,AGUINALDO,4480,4480,PESOS,ANUAL
1569447355,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447386,24/06/2022,24/06/2022,AGUINALDO,30475.08,30475.08,PESOS,ANUAL
1569447387,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447419,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447420,24/06/2022,24/06/2022,AGUINALDO,14311.92,14311.92,PESOS,ANUAL
1569447456,24/06/2022,24/06/2022,AGUINALDO,13197.32,13197.32,PESOS,ANUAL
1569447457,24/06/2022,24/06/2022,AGUINALDO,9905.75,9905.75,PESOS,ANUAL
1569447492,24/06/2022,24/06/2022,AGUINALDO,18296.52,18296.52,PESOS,ANUAL
1569447493,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447530,24/06/2022,24/06/2022,AGUINALDO,24392.55,24392.55,PESOS,ANUAL
1569447531,24/06/2022,24/06/2022,AGUINALDO,18854.2,18854.2,PESOS,ANUAL
1569447532,24/06/2022,24/06/2022,AGUINALDO,16969.72,16969.72,PESOS,ANUAL
1569447564,24/06/2022,24/06/2022,AGUINALDO,10765.73,10765.73,PESOS,ANUAL
1569447565,24/06/2022,24/06/2022,AGUINALDO,19210.71,19210.71,PESOS,ANUAL
1569447598,24/06/2022,24/06/2022,AGUINALDO,21177.36,21177.36,PESOS,ANUAL
1569447599,24/06/2022,24/06/2022,AGUINALDO,15327.48,15327.48,PESOS,ANUAL
1569447600,24/06/2022,24/06/2022,AGUINALDO,17048.59,17048.59,PESOS,ANUAL
1569447631,24/06/2022,24/06/2022,AGUINALDO,14529.6,14529.6,PESOS,ANUAL
1569447632,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447665,24/06/2022,24/06/2022,AGUINALDO,16370.27,16370.27,PESOS,ANUAL
1569447666,24/06/2022,24/06/2022,AGUINALDO,14118.24,14118.24,PESOS,ANUAL
